postal_code,business_id,name,score,price.per.square.foot
94102,2404,"ORBIT ROOM CAFE, THE",92.66666667,745
94102,73902,20TH CENTURY CAFE,100,745
94102,5345,QUICK-N-EZEE,100,745
94102,66899,FRANCESCA'S FRESH PRODUCE,100,745
94102,59422,LA SCENE CAFE & BAR,95.33333333,745
94102,10438,PIRAAT PIZZA,95.66666667,745
94102,62308,SAM'S DINER,90.5,745
94102,3112,LORI'S DINER,92.2,745
94102,67275,PANDORA KARAOKE/AHN,88.66666667,745
94102,64143,FISH AND FARM,86.4,745
94102,38649,URBAN TAVERN,97.2,745
94102,34353,THE OLYMPIC CLUB BAR/GRILL,99,745
94102,70960,THE ONE SUSHI & LOUNGE,100,745
94102,19277,FARMER BROWN,91.33333333,745
94102,3375,SUSHI BOAT RESTAURANT,92,745
94102,35975,CATCH ISLE,90.2,745
94102,65423,NAAN & CURRY,67.6,745
94102,16669,EL TESORO,84.4,745
94102,40008,GODIVA CHOCOLATIER AT MACYS,95.6,745
94102,67688,JW MARRIOTT SF - MAIN KITCHEN & STORAGE,98,745
94102,3779,MCDONALDS,95.4,745
94102,9714,ROSE RESNICK LIGHTHOUSE FOR THE BLIND,100,745
94102,26146,MACY'S CELLAR,98,745
94102,68295,WALGREENS,100,745
94102,3791,THE CLIFT HOTEL (MAIN KITCHEN),94,745
94102,64236,SUTTER PUB AND RESTAURANT,92.6,745
94102,65902,ANNAKOOT,88,745
94102,5980,PRESENTATION ADULT DAY HEALTH,96.5,745
94102,70408,OPERA PLAZA DELI,87.66666667,745
94102,3482,SEARS FINE FOOD,94.5,745
94102,62445,BISTRO 10 UN,98.5,745
94102,38404,MAX'S OPERA CAFE,83.16666667,745
94102,65763,"KATANA-YA SF, LLC",85.6,745
94102,2094,CARL'S JUNIOR,96,745
94102,3496,BOHEMIAN CLUB,99.5,745
94102,63651,SIR FRANCIS DRAKE HOTEL - EMPLOYEE CAFETERIA,94,745
94102,63654,SFDH - SCALA'S BISTRO BAKERY,97.5,745
94102,14075,BLUE BOTTLE COFFEE LLC,93.5,745
94102,67786,DOBBS FERRY RESTAURANT,90.33333333,745
94102,74240,DOLLAR & SENSE,100,745
94102,9873,CAFE ASIA,100,745
94102,17762,PATXI'S CHICAGO PIZZA,93,745
94102,36861,DOUBLE DECKER,95.5,745
94102,66185,"RITUAL COFFEE ROASTERS, INC.",95,745
94102,72093,EMPOROR'S KITCHEN,82,745
94102,62212,DON AGAPITO'S,90.5,745
94102,5610,NY FRANKFURTER / HOT DOG CART,87.66666667,745
94102,10433,CAFE LA TAZA,91.2,745
94102,21921,COCOBANG,88.25,745
94102,65409,SNEAKY'S BBQ LLC,93.6,745
94102,38112,PIZZA ZONE & GRILL,85.4,745
94102,27790,OPERA PLAZA CINEMA,95.66666667,745
94102,1742,MCALLISTER GROCERY & DELI,100,745
94102,65426,MIRTILLE,100,745
94102,17030,TIAN SING CHINESE RESTAURANT,90.8,745
94102,73900,THE BEER HALL,100,745
94102,722,TAYLOR STREET COFFEE SHOP,87.8,745
94102,67356,INDIGO RESTAURANT,82.66666667,745
94102,3769,BURGER KING,96.8,745
94102,67685,JW MARRIOTT SF - EMPLOOYEE CAFETERIA,97.5,745
94102,61953,ALLSTARS DONUTS & BURGERS,98,745
94102,67063,7-ELEVEN #2366-34977,94.8,745
94102,60711,CAKO BAKERY,94,745
94102,59328,SANTORINI MEDITERRANEAN CUISINE,94.2,745
94102,37739,PINECREST DINER,87.75,745
94102,63554,SMOOTH THAI,89.6,745
94102,3665,TOWER CARWASH,96,745
94102,69592,SOUL GROOVE,92,745
94102,2401,FLIPPERS GOURMET BURGERS,82.25,745
94102,5985,SAN FRANCISCO SENIOR CENTER DOWNTOWN BRANCH,98.8,745
94102,28193,SUBWAY SANDWICHES #5669,95.33333333,745
94102,3799,SF HILTON -  EMPLOYEES CAFETERIA,95.6,745
94102,7519,EMPIRE MARKET,92.5,745
94102,3490,MORTON'S CHICAGO STEAKHOUSE,100,745
94102,3388,HANA ZEN YAKITORI AND SUSHI BAR,80.8,745
94102,66709,MINT,99,745
94102,2588,THE CLIFT HOTEL (CAFETERIA),94.8,745
94102,4983,YOUNG ELLIS PRODUCE,92.4,745
94102,63653,SIR FRANCIS DRAKE HOTEL - SCALA'S BISTRO,84.75,745
94102,7653,HAYES MARKET,90,745
94102,69856,TAJ,100,745
94102,9359,CURRY SENIOR CENTER,98,745
94102,3562,MIXED GREENS PREP KITCHEN,86.25,745
94102,72062,MY PIZZA,88,745
94102,19146,MORTY'S DELICATESSEN,74.33333333,745
94102,3731,JARDINIERE RESTAURANT,94.66666667,745
94102,66543,"SINTO GOURMET, LLC",100,745
94102,3729,RUBY SKYE,85.75,745
94102,5430,ANNIE'S HOT DOGS,95,745
94102,35565,DALDAS MARKET,92.66666667,745
94102,69680,RICH TABLE,98.66666667,745
94102,70566,KATANA YA JAPANESE RESTAURANT,89.5,745
94102,68071,O3 BISTRO & LOUNGE,93.75,745
94102,69288,PLAJ RESTAURANT & BAR,95.5,745
94102,2925,MARINES MEMORIAL CLUB - BANQUET,97.6,745
94102,62277,TACOS SAN BUENA,85.66666667,745
94102,3123,LES JOULINS,71,745
94102,65676,THE COFFEESMITH,95.5,745
94102,59828,TIP TOP MARKET,70,745
94102,39513,DOMO,98.66666667,745
94102,62443,CABLE CAR CITY PUB & CAFE,91.5,745
94102,8949,NOBLE,82.5,745
94102,3645,ZUNI CAFE,92.25,745
94102,37732,THE SALVATION ARMY,99.5,745
94102,2768,STARBUCKS COFFEE,99.2,745
94102,58710,OTORO,84.33333333,745
94102,31568,TAQUERIA EL SOL #2,91.2,745
94102,3795,FRENCH CLUB,95.5,745
94102,60754,WHAT'S UP DOGS! EXPRESS #2,94.25,745
94102,69595,CAFE CREME DE HAYES VALLEY,97,745
94102,3800,MARRAKECH MORROCAN RESTAURANT,98,745
94102,69387,CHABAA THAI CUISINE,78.33333333,745
94102,34603,BAR JULES,98.66666667,745
94102,2561,ANANDA FUARA,83,745
94102,4505,VARIETY CONVENIENCE STORE,94.5,745
94102,74210,RED CHILLI,88,745
94102,2105,MILLENNIUM,86.33333333,745
94102,2799,STARBUCKS COFFEE,94.5,745
94102,34079,ALL STAR CAFE,88.4,745
94102,60867,LORI'S DINER,88.66666667,745
94102,2107,KIM THANH RESTAURANT,81.5,745
94102,65066,LERS ROS THAI NOODLE,82,745
94102,69878,GREEN HEART FOODS,100,745
94102,696,NEW YORK NEW YORK PIZZA KITCHEN,89.75,745
94102,709,MONG THU COFFEE SHOP,92.5,745
94102,25153,WESTIN ST FRANCIS - EMPLOYEE'S CAFETERIA,98,745
94102,712,SAIGON SANDWICHES,83,745
94102,3207,FARALLON RESTAURANT,95.5,745
94102,33748,CITY PIZZA AND YUCATECAN FOOD,80.5,745
94102,1616,LAS ESTRELLAS STELLINE,93.75,745
94102,36179,SAGE CAFE,85,745
94102,5434,ANNIE'S HOT DOGS,95,745
94102,34352,THE OLYMPIC CLUB CAFE,97.5,745
94102,60230,PHILZ COFFEE,98,745
94102,75886,VILLA FLORENCE HOTEL - BAR NORCINI,98,745
94102,74070,MUKA,98,745
94102,3643,SUPPENKUCHE,92.66666667,745
94102,65240,SMITTEN ICE CREAM,97,745
94102,58629,ST. ANTHONY FOUNDATION,100,745
94102,1396,SAUCE SF,90.5,745
94102,75187,THE CAVALIER RESTAURANT KITCHEN,88,745
94102,68287,WALGREENS,88,745
94102,60697,MACY'S MIXED GREENS,93.85714286,745
94102,6636,STARBUCKS COFFEE,100,745
94102,2538,KATES KITCHEN,82.66666667,745
94102,74436,TENDERLOIN GROCERY & LIQUOR,92,745
94102,286,PUNJAB KABAB HOUSE,64.5,745
94102,33468,STACKS RESTAURANT,93.5,745
94102,36817,CHRISTOPHER ELBOW CHOCOLATES,99.5,745
94102,1031,IL BORGO,92,745
94102,911,CAFE DOLCI,100,745
94102,1038,GO GETTERS PIZZA,89,745
94102,40197,WAFFLE MANIA LLC,91.66666667,745
94102,35884,FRONTERA FRESCO,90.4,745
94102,37421,KING MARKET,95.6,745
94102,3803,METROPOLITAN CLUB,98,745
94102,62064,CALIFORNIA GROCERY,77,745
94102,14049,DUONG DONG COFFEE,92,745
94102,3936,BOUDIN BAKERY,90.71428571,745
94102,61357,SMUGGLER'S COVE,93,745
94102,2589,DOJIMA-ANN,91.4,745
94102,66219,LITTLE GRIDDLE,86.6,745
94102,66517,MELA TANDOORI KITCHEN,91,745
94102,59041,NINA'S CAFE,96.5,745
94102,67808,CAFE BELLATRIX,95.6,745
94102,75850,EMO'S CAFE & DELI,90,745
94102,102,AKIKO'S SUSHI BAR,91.4,745
94102,711,HARRY HARRINGTON'S,81,745
94102,25160,WESTIN ST FRANCIS - IMPERIAL FOOD KITCHEN,98,745
94102,61457,SODEXO AT ACADEMY OF ART UNIVERSITY,97.33333333,745
94102,75103,TNT MARKET,85,745
94102,62674,CHIPOTLE MEXICAN GRILL #1230,98.8,745
94102,65631,4505 MEATS,98,745
94102,69906,THE CHAIRMAN,92.66666667,745
94102,59153,UNION SQUARE SPORTS BAR,91,745
94102,77213,RIGHT WAY MARKET,90,745
94102,35771,STARBUCKS COFFEE,93.4,745
94102,67865,FOUNTAIN CAFE & BAKERY,100,745
94102,1761,SUBWAY SANDWICHES,96.5,745
94102,33920,LALITA THAI RESTAURANT & BAR,91,745
94102,65872,BOXING ROOM,92,745
94102,36744,EL CASTILLITO TAQUERIA STAR,96,745
94102,34969,LA BOULANGE,92,745
94102,37344,CIVIC RESTAURANT & BAR,84,745
94102,3776,CARL'S JR.,98,745
94102,69573,NOSA RIA,100,745
94102,3790,THE CLIFT HOTEL (SPANISH SUITE),98,745
94102,68690,TOUT SWEET PATISSERIE,88.66666667,745
94102,60355,TAQUERIA CASTILLO B,93.25,745
94102,2862,JASPER'S CORNER TAP & KITCHEN,95,745
94102,3373,NEW DELHI RESTAURANT,91.8,745
94102,3798,SF HILTON - BANQUET KITCHEN,98.4,745
94102,2559,HAI'S RESTAURANT,97.5,745
94102,69584,EDEN CAFE,83.5,745
94102,69388,DRAGONEATS,92.5,745
94102,71067,BANCARELLA,92,745
94102,13965,BAYSUBWAY 02,97,745
94102,37985,MANGOS CAFE,94.8,745
94102,2106,ORIGINAL PERFECT HAMBURGER,86.8,745
94102,37480,STARBUCKS COFFEE,97.6,745
94102,3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",100,745
94102,3403,FARALLON,98,745
94102,2590,SF HILTON - MAIN KITCHEN,96.6,745
94102,1351,EXIT THEATRE,94.25,745
94102,69121,"MAVELOUS, LLC",87.5,745
94102,76297,FORGET ME NOT CAFE,100,745
94102,66737,THE PASTRY CUPBOARD,98,745
94102,25151,WESTIN ST FRANCIS - CARUSO,98.5,745
94102,2810,STARBUCKS COFFEE,100,745
94102,2600,CANTO DO BRAZIL,91.33333333,745
94102,68774,FOX MARKET,100,745
94102,25163,WESTIN ST FRANCIS - PASTRY SHOP,96.5,745
94102,2924,LEATHERNECK STEAKHOUSE - MARINES' MEMORIAL ASSN,91.4,745
94102,25164,WESTIN ST FRANCIS - BOURBON,94,745
94102,69681,KULETO'S,87.5,745
94102,1741,OSHA THAI NOODLE CAFE,83.2,745
94102,39936,SODEXO AT ACADEMY OF ART UNIVERSITY,96.6,745
94102,67311,LA PERLA PIZZA,82.5,745
94102,64938,XPRESS MARKET,93.2,745
94102,275,BEN & JERRY'S,90.83333333,745
94102,72173,DELISH DELI,94,745
94102,3129,FRANCISCA CLUB,95,745
94102,61504,CALIFORNIA BAKERY,83.75,745
94102,9710,RICKSHAW STOP,90,745
94102,3770,BLONDIE'S PIZZA,85,745
94102,1549,CAFE BELLINI,94,745
94102,75570,MAZZAT,98,745
94102,18475,SEBO,89.75,745
94102,64682,STRAW,81.75,745
94102,61180,BURGER BAR SF,84.6,745
94102,5308,CITY CARTS,91,745
94102,69590,HOTEL ADAGIO,96,745
94102,71065,"CHUTNEY USA, INC.",75.33333333,745
94102,3797,SF HILTON - CITYSCAPE,99.6,745
94102,3796,JOHNNY FOLEY'S IRISH HOUSE,99,745
94102,1232,SUNFLOWER CAFE,88.4,745
94102,69665,SHALIMAR RESTAURANT,75.66666667,745
94102,73904,AZAAL MARKET,80,745
94102,10238,KING OF THAI NOODLE HOUSE,78.28571429,745
94102,3926,ESPETUS,92.33333333,745
94102,1813,CESARIO,94,745
94102,1207,TAQUERIA LA PAZ,90.5,745
94102,68930,KARACHI CHICKEN,79.66666667,745
94102,67184,BIERGARTEN,97,745
94102,4868,NABILA'S HAYES VALLEY HEALTH FOOD,95.25,745
94102,69269,"THE MELT, BUS 0001",82,745
94102,71528,CITYSUPER MARKET CORP,92,745
94102,700,BAMBOO GARDEN,76,745
94102,3642,ABSINTHE PASTRY,98,745
94102,70986,SCHULZIES BREAD PUDDING,100,745
94102,35527,TIKKA MASALA,76.25,745
94102,57751,MERCURY CAFE,92.5,745
94102,32736,MARU SUSHI,86.4,745
94102,4893,S & W MARKET,94.66666667,745
94102,2922,THE WHITE HORSE,95.66666667,745
94102,67590,GOURMET AND MORE,94.5,745
94102,63804,BAI THONG THAI CUISINE,89,745
94102,69938,MILLION THAI RESTAURANT,87.33333333,745
94102,2928,ELKS CLUB,96,745
94102,35106,NEW YORK TOBACCO,98.5,745
94102,30478,KIM HUONG,85,745
94102,3362,PUCCINI & PINETTI,89,745
94102,64940,THE GROVE-HAYES,94,745
94102,3646,THE MINT B & R INC.,100,745
94102,66932,TWO SISTERS BAR AND BOOKS,98.66666667,745
94102,285,VAN NESS KENO ICE CREAM,99.5,745
94102,63503,MASON STREET DELI AND MARKET,94,745
94102,17616,SUGAR LOUNGE,92,745
94102,69206,"SF HENRY VIII, LLC",88,745
94102,1156,BOUDIN PETIT CAFE,96.4,745
94102,1438,CABLE CAR COFFEE CO,90.2,745
94102,7512,SUPERETTE MARKET,80.4,745
94102,34676,GOLDEN KIM TAR RESTAURANT,76,745
94102,69060,CITYHOUSE RESTAURANT,94,745
94102,70269,SAN FRANCISCO BEST BURRITOS,97,745
94102,76492,R CAFFE,94,745
94102,71769,LUCKY ONE MINI MART,100,745
94102,32702,CAFE LA VIE,98.66666667,745
94102,10280,TENDERLOIN ELEMENTARY SCHOOL,99.6,745
94102,17822,PEET'S COFFEE & TEA,93.14285714,745
94102,72004,DAVID'S DELI & BISTRO,82,745
94102,4729,PARADISE COFFEE & DONUT,90.2,745
94102,63652,SIR FRANCIS DRAKE HOTEL - MAIN KITCHEN,88,745
94102,17933,NILE CAFE,95,745
94102,3611,ABSINTHE BRASSERIE & BAR,94.25,745
94102,1750,LAFAYETTE COFFEE SHOP,77.75,745
94102,3640,HAYES STREET GRILL,85.4,745
94102,66694,STREETS,100,745
94102,19488,LARKIN EXPRESS DELI,79.25,745
94102,3038,TURK & LARKIN DELI,91,745
94102,4448,BURGER HOUSE/ POWELL STREET PIZZA & PASTA,94.8,745
94102,25161,WESTIN ST FRANCIS - MAIN KITCHEN,96,745
94102,67246,SODEXO @ ACADEMY OF ART UNIVERSITY,97.33333333,745
94102,60354,TAQUERIA CASTILLO B,89.8,745
94102,25162,WESTIN ST FRANCIS - OAK ROOM/BANQUET,97.5,745
94102,65832,TARTINE TALBOT,95.5,745
94102,65144,NOJO RESTAURANT,98.5,745
94102,38698,THE OLD SIAM THAI RESTAURANT,96.66666667,745
94102,3056,CAFE MASON,87.25,745
94102,69215,THE RIB WHIP (#1/CEDAR HILL),93,745
94102,69705,DANIEL'S CAFE,95.33333333,745
94102,134,MINT,98.5,745
94102,18982,COLD STONE CREAMERY,98.5,745
94102,4420,HAPPY DONUT,87.4,745
94102,70515,REDFORD,92,745
94102,60345,SHOWDOGS,89.5,745
94102,72015,NOIR LOUNGE,100,745
94102,66675,UNITED NATIONS CAFE,91.33333333,745
94102,5988,CURRY SENIOR CENTER,99,745
94102,66464,KARE-KEN,92.6,745
94102,1170,PAKWAN,77.4,745
94102,4403,HERBST THEATER,100,745
94102,68764,GOLDEN GATE GRILL,90,745
94102,76064,"EDITH'S FOOD COMPANY, INC.",100,745
94102,65007,PAUSE,97.33333333,745
94102,34354,THE OLYMPIC CLUB RESTAURANT,98,745
94102,1139,MINI CAFE,86,745
94102,4456,MARTY'S LIQUOR AND GOURMET,99.2,745
94102,67250,SODEXO @ ACADEMY OF ART UNIVERSITY,92.66666667,745
94102,32729,EL DORADO MARKET,82.75,745
94102,33113,"PHO TAN HOA, INC",96,745
94102,69110,CHEZ MAMAN,92,745
94102,37651,JACK IN THE BOX #545,95.4,745
94102,64805,ANDERSEN BREAD,93.75,745
94102,64096,HOTEL MONACO & GRAND CAFE,90.33333333,745
94102,5441,ANNIE'S HOT DOGS,91,745
94102,11860,COLIBRI MEXICAN BISTRO,90,745
94102,2104,OLYMPIC FLAME CAFE,80.5,745
94102,2926,LUQUES RESTAURANT & BAR,91.6,745
94102,59178,LITTLE DELHI INDIA RESTAURANT,76.75,745
94102,70921,HOTEL REX - LIBRARY BAR,96,745
94102,383,KING LING,93.6,745
94102,64950,HAYES & KEBAB RESTAURANT,91,745
94102,33084,"MIETTE, LLC",95,745
94102,64975,2G JAPANESE BRASSERIE,84.5,745
94102,62462,GATEWAY CROISSANTS,89.2,745
94102,65836,BENTO HOUSE,88.75,745
94102,69150,L'OTTAVO RISTORANTE,82.33333333,745
94102,5562,NY FRANKFURTER / COFFEE CART,90.5,745
94102,4723,STARLIGHT MARKET,92.4,745
94102,32872,SUGAR CAFE,95.2,745
94102,72003,AROMA CAFE,92,745
94102,14577,KIM HOANG CAFE & FAST FOOD,78.5,745
94102,76218,TENDERLOIN MARKET & DELI,84,745
94102,63150,MUNCH HAVEN,91.5,745
94103,39113,GREEN PAPAYA RESTAURANT,68,817
94103,68752,CHEVYS FRESH MEX,92.33333333,817
94103,69272,PAPA NOVEMBER,98,817
94103,74205,CAFFETINO TOTO,87,817
94103,76196,MARUYA,100,817
94103,23068,EL CAFETAZO,89.4,817
94103,77095,CAROUSEL CAFE,100,817
94103,4907,JIM GEORGIE'S DONUT,86.75,817
94103,8005,GODIVA CHOCOLATIER,91.66666667,817
94103,27053,SAN FRANCISCO SOUP COMPANY,89.2,817
94103,32586,TERROIR,98,817
94103,62327,CUMICA ARTESANOS DEL CAFE,90.8,817
94103,7538,FREDS LIQUOR & DELI,91.66666667,817
94103,27799,BUCKHORN GRILL,86,817
94103,75350,BEYOND THE BORDER,91,817
94103,4789,WHITCOMB  HOTEL- EMPLOYEES / BSMT CAFETERIA,99,817
94103,62913,NUBI YOGURT,99,817
94103,3838,CAFE PICARO,92.2,817
94103,65896,OASIS GRILL,93.33333333,817
94103,37168,INTERCONTINENTAL SAN FRANCISCO 3RD FL. BANQUET KITCHEN,97,817
94103,19063,MOSCONE CONVENTION CENTER -  MAIN KITCHEN,94.28571429,817
94103,67174,CYBERNET ENTERTAINMENT,95.8,817
94103,32682,MARKET SQUARE,95.66666667,817
94103,4906,NEW STAR MARKET,97,817
94103,68763,KICHI GRILL,92,817
94103,24431,PEET'S COFFEE & TEA,94.66666667,817
94103,69722,CREPERIE SAINT GERMAIN,84.33333333,817
94103,68421,CAKO BAKERY,96.2,817
94103,18800,7-MISSION RESTAURANT,72.5,817
94103,754,EDUCATED PALATE RESTAURANT,89,817
94103,29,CHICO'S PIZZA,88.2,817
94103,67751,HAPPY DONUT,82,817
94103,2580,CAFE MARS,90,817
94103,3920,BOSTON MARKET,92.66666667,817
94103,65602,ESCAPE FROM NEW YORK PIZZA,100,817
94103,3393,DON RAMON,81.5,817
94103,70824,STANZA COFFEE,95.33333333,817
94103,27793,CORIANDER GOURMET THAI,83.2,817
94103,59577,PASTA MOTO OF SAN FRANCISCO CENTRE LLC,78.8,817
94103,62785,HARRISON SHELL,100,817
94103,5297,EL NORTENO,94.5,817
94103,744,CAFE BELLINI,87.2,817
94103,18580,AMC THEATRES METREON 16 - AUXILIARY STAND,91.5,817
94103,75277,BON APPETIT @ TWITTER,92,817
94103,69275,TACOS EL TUCA,89,817
94103,7494,PERFORMANCE SHELL II,93.33333333,817
94103,61789,COFFEE MINE,83.4,817
94103,2407,BUTTER,93.33333333,817
94103,62978,CITIZENS BAND,94.66666667,817
94103,3982,SLIM'S,81,817
94103,10332,HARVEST URBAN MARKET,79.16666667,817
94103,29948,CAFE VENUE,81,817
94103,58637,54 MINT WINE BAR,87.5,817
94103,34161,BUCA DI BEPPO,85.5,817
94103,4953,K & D MARKET,99.2,817
94103,2995,CAFE ROCCO,92.33333333,817
94103,74565,STOP AND GO MARKET,95,817
94103,62915,CUSTOM BURGER LOUNGE,83,817
94103,4511,GARAGE CAFE,86.25,817
94103,60824,XYZ BAR,97,817
94103,5011,STARBUCKS COFFEE,95.66666667,817
94103,19060,MOSCONE CONVENTION CENTER - STAND #2,94.66666667,817
94103,809,TRIPTYCH,88.5,817
94103,5019,PEET'S COFFEE & TEA,94.25,817
94103,4530,MOSCONE CENTER - MAIN KITCHEN,96,817
94103,3198,MUSEUM CAFE,90.66666667,817
94103,65649,KRUA THAI KITCHEN,97.2,817
94103,68955,GHIRARDELLI CHOCOLATE,97.5,817
94103,39875,SKOOL,99.33333333,817
94103,68104,FRESHROLL,95,817
94103,15120,NORDSTROM ESPRESSO BAR,93.2,817
94103,68595,SOGREEN YOGURT METREON,98,817
94103,68281,NEW BIG LANTERN,84.4,817
94103,9727,7-ELEVEN STORE 2231-33434T,89,817
94103,74294,MISSION PUBLIC,100,817
94103,5150,KENTUCKY FRIED CHICKEN,91.4,817
94103,74236,CAJUN PERSUASION FOOD TRUCK,83.5,817
94103,1942,S.F. PIZZA,83,817
94103,68991,LUNCH GEEK LLC,85,817
94103,2553,ITS TOPS COFFEE SHOP,95.4,817
94103,5891,FILIPINO ED. CTR ELEMENTARY SCHOOL,90,817
94103,24278,CAFE 747,98.4,817
94103,13837,CALIFORNIA CULINARY ACADEMY,96,817
94103,18577,AMC THEATRES METREON 16 - MAIN STAND,91.75,817
94103,61514,FOODS CO #357,90,817
94103,63131,JENNY'S RESTAURANT,78.25,817
94103,2790,MIKADO SUSHI,85.5,817
94103,4620,WELCOME SUPER MARKET,93,817
94103,69081,THE ROXIE THEATER,98.5,817
94103,397,SF MARRIOTT VIEW LOUNGE PANTRY,94.66666667,817
94103,69251,LA BOULANGE DU DOME,86.66666667,817
94103,68740,V105,95.75,817
94103,77065,PHO HOUR,94,817
94103,18489,THE SPORTS CLUB/LA - SAN FRANCISCO,81.25,817
94103,32685,SAVOR EXPRESS,92.33333333,817
94103,75375,GOKU,98,817
94103,1823,DAVE'S,94.25,817
94103,69270,"THE MELT, BUS 0002",90,817
94103,14575,CITY PRODUCE,90.83333333,817
94103,64854,S.F. OCEANIC RESTAURANT,85.75,817
94103,4425,STARBUCKS COFFEE,93.5,817
94103,5010,LATTE EXPRESS,82,817
94103,19061,MOSCONE CONVENTION CENTER - STAND #3,94.33333333,817
94103,37171,INTERCONTINENTAL SAN FRANCISCO CLUB LOUNGE,95.16666667,817
94103,3972,SEASONS BAR,95.2,817
94103,58576,THAN TAM II,83,817
94103,67514,CAKO BAKERY,88,817
94103,4780,BRAINWASH CAFE,86,817
94103,18318,ANNA'S TERIYAKI RESTAURANT,85.4,817
94103,69511,LET'S EAT GRILL STOP,66,817
94103,74068,"VALENCIA YO YO, INC",94.5,817
94103,1520,STARBUCKS COFFEE,99.6,817
94103,60300,DELI DE LEON,87.25,817
94103,33916,EXTREME PIZZA,95.5,817
94103,36277,L'ARDOISE,93.5,817
94103,562,DESTINO RESTAURANT,96.8,817
94103,59516,A MARKET,93.6,817
94103,70090,CATHEAD'S BBQ,92,817
94103,66210,TURTLE TOWER RESTAURANT,83.5,817
94103,64132,FAMILY GARDEN,77.33333333,817
94103,71036,THE BURR-EATERY,96,817
94103,71958,MISSION BUBBLES INC.,99,817
94103,35882,PEET'S COFFEE AND TEA,97.33333333,817
94103,76799,BURGER KING RESTAURANT,98,817
94103,18581,AMC THEATRES METREON 16 - IMAX STAND,92.5,817
94103,75269,ME MELI,94,817
94103,36494,BLUE BOTTLE CAFE,90.25,817
94103,1798,CHEVRON #1512,100,817
